user_id,item_id,result,date
719,173,0,2021-09-08 18:31:02
328,304,1,2021-09-08 18:31:12
4590,4,0,2021-09-08 18:31:20
2101,221,1,2021-09-08 18:31:32
2569,118,0,2021-09-08 18:31:33
206,157,0,2021-09-08 18:31:35
4932,114,1,2021-09-08 18:31:39
4559,126,1,2021-09-08 18:31:47
554,104,0,2021-09-08 18:32:13
3592,364,0,2021-09-08 18:32:29
69,56,0,2021-09-08 18:32:53
2906,87,0,2021-09-08 18:33:18
1185,30,0,2021-09-08 18:33:48
2690,57,1,2021-09-08 18:34:10
2497,145,0,2021-09-08 18:34:10
3191,25,0,2021-09-08 18:34:11
2228,349,1,2021-09-08 18:34:17
2453,138,0,2021-09-08 18:35:08
3193,101,1,2021-09-08 18:35:11
3139,240,0,2021-09-08 18:35:12
379,292,0,2021-09-08 18:35:43
4041,80,0,2021-09-08 18:36:09
435,105,0,2021-09-08 18:36:10
910,187,1,2021-09-08 18:36:18
2880,351,0,2021-09-08 18:36:46
2848,44,0,2021-09-08 18:36:54
2384,284,0,2021-09-08 18:36:57
4026,259,0,2021-09-08 18:37:08
1636,356,1,2021-09-08 18:37:36
1506,139,0,2021-09-08 18:37:54
1662,310,1,2021-09-08 18:38:23
1459,367,0,2021-09-08 18:38:39
1407,185,0,2021-09-08 18:38:44
612,132,0,2021-09-08 18:38:56
566,108,0,2021-09-08 18:39:25
3131,186,0,2021-09-08 18:39:28
3433,22,1,2021-09-08 18:39:50
427,380,0,2021-09-08 18:40:06
1004,217,1,2021-09-08 18:40:23
3898,395,0,2021-09-08 18:40:31
4663,203,0,2021-09-08 18:40:39
187,230,0,2021-09-08 18:40:47
2347,350,0,2021-09-08 18:40:55
3931,8,0,2021-09-08 18:41:38
2283,147,0,2021-09-08 18:42:04
824,46,0,2021-09-08 18:42:49
2169,200,0,2021-09-08 18:43:21
361,70,0,2021-09-08 18:43:26
4146,61,1,2021-09-08 18:44:37
2362,74,0,2021-09-08 18:44:38
289,27,1,2021-09-08 18:45:56
3115,336,0,2021-09-08 18:46:13
3653,63,0,2021-09-08 18:47:07
3214,149,0,2021-09-08 18:47:23
3405,341,0,2021-09-08 18:47:27
2040,328,0,2021-09-08 18:47:30
4853,17,0,2021-09-08 18:48:40
97,358,0,2021-09-08 18:48:49
1036,301,1,2021-09-08 18:48:57
2860,29,1,2021-09-08 18:49:05
3695,59,0,2021-09-08 18:49:54
2019,293,0,2021-09-08 18:50:41
19,184,1,2021-09-08 18:50:43
1734,347,0,2021-09-08 18:50:52
4971,305,0,2021-09-08 18:50:54
4881,183,0,2021-09-08 18:50:57
4182,272,0,2021-09-08 18:51:19
1532,228,0,2021-09-08 18:51:21
2576,86,1,2021-09-08 18:51:40
1841,287,0,2021-09-08 18:51:43
271,357,1,2021-09-08 18:51:54
3693,143,0,2021-09-08 18:52:07
776,146,0,2021-09-08 18:52:34
4504,147,0,2021-09-08 18:52:44
1682,111,0,2021-09-08 18:53:06
1505,127,1,2021-09-08 18:53:31
1862,308,0,2021-09-08 18:53:32
2512,371,0,2021-09-08 18:53:32
4698,182,0,2021-09-08 18:54:04
2579,26,0,2021-09-08 18:54:08
3235,338,0,2021-09-08 18:54:43
4552,303,0,2021-09-08 18:54:57
1503,27,1,2021-09-08 18:54:58
229,4,1,2021-09-08 18:55:17
4348,94,0,2021-09-08 18:55:28
2651,180,1,2021-09-08 18:55:41
2901,233,1,2021-09-08 18:55:51
2146,188,0,2021-09-08 18:56:01
844,361,0,2021-09-08 18:56:12
1813,314,0,2021-09-08 18:56:13
3394,84,0,2021-09-08 18:56:24
4520,392,1,2021-09-08 18:56:25
3212,42,0,2021-09-08 18:56:26
1511,225,1,2021-09-08 18:56:40
1911,88,1,2021-09-08 18:56:45
1265,369,0,2021-09-08 18:56:51
4083,257,0,2021-09-08 18:56:58
2736,213,0,2021-09-08 18:57:00
632,99,0,2021-09-08 18:57:46
1273,165,0,2021-09-08 18:57:46
3258,175,0,2021-09-08 18:58:41
3969,396,1,2021-09-08 18:58:42
3372,163,0,2021-09-08 18:58:44
3452,12,1,2021-09-08 18:58:50
1009,372,1,2021-09-08 18:58:52
2837,6,0,2021-09-08 18:58:57
2396,173,0,2021-09-08 18:59:13
2603,114,0,2021-09-08 18:59:22
1413,320,0,2021-09-08 18:59:32
675,206,0,2021-09-08 18:59:44
2729,37,0,2021-09-08 19:00:05
4363,109,1,2021-09-08 19:00:31
2346,211,1,2021-09-08 19:00:51
4910,150,0,2021-09-08 19:01:00
2754,105,0,2021-09-08 19:01:00
2517,327,0,2021-09-08 19:01:10
313,209,1,2021-09-08 19:01:23
1152,35,0,2021-09-08 19:01:37
2166,216,0,2021-09-08 19:02:01
4849,66,1,2021-09-08 19:02:26
4447,59,1,2021-09-08 19:02:50
1556,382,1,2021-09-08 19:03:09
1277,176,0,2021-09-08 19:03:59
1756,241,0,2021-09-08 19:04:04
4180,85,0,2021-09-08 19:04:20
927,310,0,2021-09-08 19:04:44
4386,370,0,2021-09-08 19:04:46
3002,67,0,2021-09-08 19:04:55
404,106,0,2021-09-08 19:05:07
3804,105,0,2021-09-08 19:05:09
9,39,0,2021-09-08 19:05:19
4962,251,0,2021-09-08 19:06:02
1339,317,0,2021-09-08 19:06:12
2323,123,0,2021-09-08 19:06:54
2037,56,0,2021-09-08 19:06:57
272,329,0,2021-09-08 19:07:33
1046,219,0,2021-09-08 19:07:39
4033,288,0,2021-09-08 19:08:06
3921,141,1,2021-09-08 19:08:25
2332,58,0,2021-09-08 19:08:25
4840,269,0,2021-09-08 19:08:47
3609,183,0,2021-09-08 19:09:03
1101,329,1,2021-09-08 19:09:11
3032,137,0,2021-09-08 19:09:15
3393,268,0,2021-09-08 19:09:15
4667,80,0,2021-09-08 19:09:25
179,388,0,2021-09-08 19:09:31
3270,160,0,2021-09-08 19:09:39
2705,377,0,2021-09-08 19:09:41
293,245,1,2021-09-08 19:09:44
4736,98,0,2021-09-08 19:10:13
2116,12,0,2021-09-08 19:10:29
332,142,0,2021-09-08 19:10:50
4899,336,0,2021-09-08 19:10:54
602,102,0,2021-09-08 19:11:14
2220,326,1,2021-09-08 19:11:20
1147,197,1,2021-09-08 19:11:47
3775,373,0,2021-09-08 19:12:41
1068,126,0,2021-09-08 19:12:49
1400,378,0,2021-09-08 19:12:50
583,302,1,2021-09-08 19:13:18
3244,16,0,2021-09-08 19:13:41
2532,161,0,2021-09-08 19:13:52
1111,66,0,2021-09-08 19:14:12
1193,369,0,2021-09-08 19:14:58
2349,150,0,2021-09-08 19:15:00
1803,357,1,2021-09-08 19:15:16
1917,394,1,2021-09-08 19:15:45
2295,341,0,2021-09-08 19:15:45
103,6,0,2021-09-08 19:15:55
4928,78,0,2021-09-08 19:16:05
3985,270,0,2021-09-08 19:16:22
4965,141,1,2021-09-08 19:16:40
4841,73,0,2021-09-08 19:16:49
2788,236,0,2021-09-08 19:16:56
2354,37,0,2021-09-08 19:17:00
671,98,0,2021-09-08 19:17:10
887,76,0,2021-09-08 19:17:15
3492,77,0,2021-09-08 19:17:42
3075,278,1,2021-09-08 19:17:43
1552,110,1,2021-09-08 19:17:49
2819,144,0,2021-09-08 19:17:56
383,60,0,2021-09-08 19:18:16
4923,156,0,2021-09-08 19:18:25
4077,31,0,2021-09-08 19:19:06
4999,311,0,2021-09-08 19:19:06
4277,7,1,2021-09-08 19:19:24
4166,146,1,2021-09-08 19:19:24
310,159,1,2021-09-08 19:19:58
174,159,1,2021-09-08 19:20:00
4530,364,0,2021-09-08 19:20:42
3827,261,1,2021-09-08 19:20:46
2308,122,0,2021-09-08 19:20:58
1355,125,0,2021-09-08 19:21:25
3473,267,0,2021-09-08 19:21:35
1608,35,1,2021-09-08 19:21:45
2314,104,0,2021-09-08 19:21:53
3534,186,0,2021-09-08 19:21:56
3234,341,0,2021-09-08 19:22:34
3688,40,1,2021-09-08 19:22:48
4780,120,0,2021-09-08 19:22:58
2984,67,0,2021-09-08 19:23:02
3123,388,1,2021-09-08 19:23:14
1900,224,1,2021-09-08 19:23:45
4983,398,1,2021-09-08 19:24:15
523,122,0,2021-09-08 19:24:16
4570,49,0,2021-09-08 19:25:07
3828,58,0,2021-09-08 19:25:28
949,304,0,2021-09-08 19:25:33
3745,184,0,2021-09-08 19:25:36
3427,124,0,2021-09-08 19:25:47
1516,70,1,2021-09-08 19:25:48
4460,274,0,2021-09-08 19:26:04
3204,345,0,2021-09-08 19:26:18
1951,29,0,2021-09-08 19:26:31
341,31,0,2021-09-08 19:26:54
3934,121,1,2021-09-08 19:26:58
1005,251,0,2021-09-08 19:26:59
1166,301,0,2021-09-08 19:27:19
1023,125,0,2021-09-08 19:27:42
1667,305,0,2021-09-08 19:28:27
3031,233,0,2021-09-08 19:28:59
474,247,1,2021-09-08 19:29:12
1052,212,0,2021-09-08 19:29:18
3254,349,0,2021-09-08 19:29:25
643,187,1,2021-09-08 19:30:20
2444,242,1,2021-09-08 19:30:56
3122,394,0,2021-09-08 19:31:00
1811,83,0,2021-09-08 19:31:02
2306,103,1,2021-09-08 19:31:07
92,125,0,2021-09-08 19:31:14
2383,274,1,2021-09-08 19:31:14
2055,17,1,2021-09-08 19:31:37
2540,52,0,2021-09-08 19:32:09
4901,345,0,2021-09-08 19:32:30
138,63,0,2021-09-08 19:32:42
13,288,0,2021-09-08 19:33:09
359,37,1,2021-09-08 19:33:33
4572,39,0,2021-09-08 19:33:36
4430,331,0,2021-09-08 19:33:47
3965,232,0,2021-09-08 19:33:51
2256,339,0,2021-09-08 19:34:04
807,311,0,2021-09-08 19:34:24
1424,260,0,2021-09-08 19:34:27
2841,338,0,2021-09-08 19:34:39
3620,23,0,2021-09-08 19:34:50
377,13,0,2021-09-08 19:35:04
2185,67,1,2021-09-08 19:35:14
2573,239,0,2021-09-08 19:35:32
624,108,1,2021-09-08 19:35:41
652,215,1,2021-09-08 19:35:45
2375,386,0,2021-09-08 19:36:04
751,202,1,2021-09-08 19:36:22
3856,53,0,2021-09-08 19:36:26
1385,183,0,2021-09-08 19:36:36
401,26,0,2021-09-08 19:36:47
2039,381,0,2021-09-08 19:36:57
4161,221,0,2021-09-08 19:37:05
726,187,0,2021-09-08 19:37:12
88,219,0,2021-09-08 19:37:15
3787,16,0,2021-09-08 19:37:23
4735,60,1,2021-09-08 19:37:31
982,352,1,2021-09-08 19:37:48
1523,57,0,2021-09-08 19:37:58
66,241,1,2021-09-08 19:38:02
689,77,0,2021-09-08 19:38:05
29,203,0,2021-09-08 19:38:16
2103,164,0,2021-09-08 19:38:32
4546,102,0,2021-09-08 19:38:42
1134,208,1,2021-09-08 19:38:50
2036,399,0,2021-09-08 19:39:08
782,109,0,2021-09-08 19:39:09
1108,148,1,2021-09-08 19:39:14
222,142,1,2021-09-08 19:39:28
2946,40,1,2021-09-08 19:39:38
1624,97,0,2021-09-08 19:40:13
2890,182,0,2021-09-08 19:40:24
944,133,0,2021-09-08 19:40:33
4535,241,0,2021-09-08 19:40:44
3008,307,0,2021-09-08 19:40:54
2804,343,0,2021-09-08 19:41:08
1017,45,0,2021-09-08 19:41:16
1879,9,0,2021-09-08 19:41:42
2918,146,0,2021-09-08 19:41:43
4847,319,0,2021-09-08 19:41:52
3540,134,0,2021-09-08 19:41:55
1039,257,1,2021-09-08 19:41:56
4221,70,1,2021-09-08 19:42:03
4830,221,0,2021-09-08 19:42:07
4473,181,1,2021-09-08 19:42:13
635,228,0,2021-09-08 19:42:29
4454,326,0,2021-09-08 19:42:44
1508,77,0,2021-09-08 19:42:56
2034,324,0,2021-09-08 19:43:31
4170,156,0,2021-09-08 19:43:36
2344,301,0,2021-09-08 19:43:51
4837,14,0,2021-09-08 19:43:51
2592,277,0,2021-09-08 19:43:59
3797,254,0,2021-09-08 19:44:07
4576,399,0,2021-09-08 19:44:29
3532,44,1,2021-09-08 19:44:41
137,242,0,2021-09-08 19:44:42
2834,98,0,2021-09-08 19:44:53
469,2,0,2021-09-08 19:45:19
